WKT,name,description
"POLYGON ((106.7983599 -6.2147857, 106.7984458 -6.2183694, 106.798317 -6.2207159, 106.8026515 -6.2222944, 106.8047543 -6.2247262, 106.8083163 -6.2221664, 106.8090888 -6.2224224, 106.8083592 -6.2213132, 106.8084021 -6.2159376, 106.8060847 -6.2155537, 106.8063422 -6.2145298, 106.8063422 -6.2137618, 106.8062135 -6.2127806, 106.7983599 -6.2147857))",Gelora Bung Karno,
