WKT,name,description
"POLYGON ((106.8529431 -6.2359616, 106.8527499 -6.2361323, 106.8524281 -6.2370708, 106.8519989 -6.238436, 106.8516771 -6.2398865, 106.8521277 -6.2408463, 106.852707 -6.2421262, 106.8541232 -6.2421262, 106.853222 -6.2410383, 106.852986 -6.2398865, 106.8533293 -6.2382014, 106.8537155 -6.2367935, 106.8535439 -6.235663, 106.8529431 -6.2359616))",Tebet Echo Park,
