WKT,name,description
"POLYGON ((106.7661999 -6.3653969, 106.7507503 -6.3640321, 106.7466304 -6.3827983, 106.7428539 -6.4080462, 106.7353007 -6.4128227, 106.7325541 -6.4309047, 106.734614 -6.4404572, 106.8849903 -6.4575149, 106.8966634 -6.4278342, 106.89838 -6.411458, 106.8952901 -6.3899633, 106.8935735 -6.3746095, 106.8551211 -6.3595964, 106.8238785 -6.3613024, 106.7977858 -6.3701738, 106.7661999 -6.3653969))",Depok,
