WKT,name,description
"POLYGON ((106.824596 -6.3066897, 106.8231798 -6.3067323, 106.8206478 -6.3067323, 106.8204761 -6.3058365, 106.8161846 -6.3051114, 106.8166996 -6.3063058, 106.8166996 -6.3074575, 106.8158412 -6.3079267, 106.8157125 -6.309121, 106.8160129 -6.310614, 106.8176866 -6.3104433, 106.8176866 -6.3145809, 106.8163133 -6.3150501, 106.8163133 -6.3161165, 106.8177295 -6.3160738, 106.8192316 -6.3172255, 106.824596 -6.3179933, 106.8257118 -6.3112964, 106.8265272 -6.3115524, 106.827128 -6.3086518, 106.8246818 -6.3083959, 106.824596 -6.3066897))",Kebun Binatang ragunan,
