WKT,nama,deskripsi
"POLYGON ((106.8287549 -6.171489, 106.828283 -6.1715311, 106.8275963 -6.1715311, 106.8263947 -6.1715311, 106.8256651 -6.1715311, 106.8246781 -6.1714884, 106.8238198 -6.1714457, 106.8233048 -6.1717017, 106.8232617 -6.1727263, 106.8232402 -6.1731957, 106.8231973 -6.1740277, 106.823133 -6.174881, 106.8231115 -6.1755423, 106.8231115 -6.1768436, 106.823133 -6.177633, 106.8231115 -6.1785076, 106.8230471 -6.179297, 106.8231115 -6.1797876, 106.8233905 -6.1801716, 106.8238625 -6.1803849, 106.8246994 -6.1803423, 106.8255791 -6.1803209, 106.8263731 -6.1802783, 106.827446 -6.1802569, 106.8282399 -6.1802356, 106.829184 -6.1801929, 106.8298921 -6.1801716, 106.8304929 -6.1801503, 106.8309865 -6.1800649, 106.8310723 -6.1797449, 106.8309006 -6.1793609, 106.8305144 -6.1789983, 106.8304286 -6.1787423, 106.830729 -6.1785503, 106.8304715 -6.178273, 106.8300638 -6.177889, 106.8299136 -6.1776543, 106.8299136 -6.1773343, 106.8299136 -6.176865, 106.829935 -6.1763317, 106.8300209 -6.175905, 106.8300209 -6.1755423, 106.8300209 -6.1751797, 106.8300209 -6.1747317, 106.829978 -6.174305, 106.8298921 -6.1738783, 106.8296776 -6.1734517, 106.8293557 -6.173217, 106.8290982 -6.173025, 106.8290982 -6.1725557, 106.8292269 -6.1721077, 106.8291626 -6.1717023, 106.8287549 -6.171489))",Taman Monas,
