WKT,name,description
"POLYGON ((106.8835555 -6.2992712, 106.8846713 -6.3026837, 106.8871604 -6.3044753, 106.890937 -6.3055417, 106.8947994 -6.3064374, 106.8987047 -6.3080584, 106.9021379 -6.310575, 106.9046699 -6.3110869, 106.905142 -6.3076318, 106.906129 -6.3041767, 106.906129 -6.2994419, 106.8835555 -6.2992712))",Taman Mini Indonesia Indah,
