WKT,name,description
"POLYGON ((106.7265212 -6.091361, 106.6866957 -6.1118437, 106.6935622 -6.1719216, 106.7265212 -6.2101495, 106.7636 -6.25247, 106.7759597 -6.311167, 106.8061721 -6.3166268, 106.7924391 -6.3616683, 106.8473708 -6.3439252, 106.9036757 -6.3698573, 106.9256484 -6.307072, 106.9105422 -6.2579305, 106.947621 -6.2552002, 106.947621 -6.2306276, 106.9750868 -6.1842095, 106.970967 -6.1323255, 106.970967 -6.1009197, 106.7265212 -6.091361))",DKI Jakarta,
