WKT,name,description
"POLYGON ((110.028423 -7.8880736, 110.3607595 -8.0322398, 110.5392873 -8.1192588, 110.6903493 -8.1899479, 110.8441579 -8.1926665, 110.7837331 -8.0975058, 110.7672536 -8.0132019, 110.7919728 -7.8799117, 110.7754934 -7.8146111, 110.5694997 -7.7819569, 110.5035817 -7.7710716, 110.4486501 -7.5478615, 110.3552663 -7.6186481, 110.2756154 -7.6975885, 110.2756154 -7.6349818, 110.2042043 -7.6404262, 110.1190602 -7.6676473, 110.1465261 -7.724806, 110.0806081 -7.81189, 110.028423 -7.8880736))",DIY Yogyakarta,
